Record ID,Email,Create Date,Lifecycle Stage,Became a Customer Date,Original Traffic Source,Original Traffic Source Drill-Down 1,Google ad click id
200865,lead200865@example.com,2025-12-04,Customer,2025-12-07,Paid Search,google / cpc,Cj0KCQ42x00000845AbVxYz
200866,lead200866@example.com,2025-12-04,Lead,,Social Media,instagram / social,
200867,lead200867@example.com,2025-12-04,Lead,,Social Media,instagram / social,
200868,lead200868@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000846AbVxYz
200869,lead200869@example.com,2025-12-04,Lead,,Organic Search,google / organic,
200870,lead200870@example.com,2025-12-04,Lead,,Email Marketing,hubspot / email,
200871,lead200871@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000847AbVxYz
200872,lead200872@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000848AbVxYz
200873,lead200873@example.com,2025-12-04,Lead,,Direct Traffic,(direct) / (none),
200874,lead200874@example.com,2025-12-04,Lead,,Organic Search,google / organic,
200875,lead200875@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000849AbVxYz
200876,lead200876@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000850AbVxYz
200877,lead200877@example.com,2025-12-04,Lead,,Email Marketing,hubspot / email,
200878,lead200878@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000851AbVxYz
200879,lead200879@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000852AbVxYz
200880,lead200880@example.com,2025-12-04,Lead,,Social Media,instagram / social,
200881,lead200881@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000853AbVxYz
200882,lead200882@example.com,2025-12-04,Lead,,Social Media,instagram / social,
200883,lead200883@example.com,2025-12-04,Lead,,Organic Search,google / organic,
200884,lead200884@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000854AbVxYz
200885,lead200885@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000855AbVxYz
200886,lead200886@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000856AbVxYz
200887,lead200887@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000857AbVxYz
200888,lead200888@example.com,2025-12-04,Customer,2025-12-15,Email Marketing,hubspot / email,
200889,lead200889@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000858AbVxYz
200890,lead200890@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000859AbVxYz
200891,lead200891@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000860AbVxYz
200892,lead200892@example.com,2025-12-04,Lead,,Organic Search,google / organic,
200893,lead200893@example.com,2025-12-04,Lead,,Organic Search,google / organic,
200894,lead200894@example.com,2025-12-04,Lead,,Social Media,instagram / social,
200895,lead200895@example.com,2025-12-04,Lead,,Paid Search,google / cpc,Cj0KCQ42x00000861AbVxYz
200896,lead200896@example.com,2025-12-04,Lead,,Direct Traffic,(direct) / (none),
200897,lead200897@example.com,2025-12-04,Customer,2025-12-13,Email Marketing,hubspot / email,
200898,lead200898@example.com,2025-12-04,Lead,,Email Marketing,hubspot / email,
201092,lead201092@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201093,lead201093@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201094,lead201094@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201095,lead201095@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001110AbVxYz
201096,lead201096@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001111AbVxYz
201097,lead201097@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201098,lead201098@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001112AbVxYz
201099,lead201099@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001113AbVxYz
201100,lead201100@example.com,2025-12-05,Customer,2025-12-14,Paid Search,google / cpc,Cj0KCQ42x00001114AbVxYz
201101,lead201101@example.com,2025-12-05,Customer,2025-12-15,Email Marketing,hubspot / email,
201102,lead201102@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201103,lead201103@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001115AbVxYz
201104,lead201104@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001116AbVxYz
201105,lead201105@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201106,lead201106@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201107,lead201107@example.com,2025-12-05,Customer,2025-12-17,Direct Traffic,(direct) / (none),
201108,lead201108@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001117AbVxYz
201109,lead201109@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001118AbVxYz
201110,lead201110@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201111,lead201111@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001119AbVxYz
201112,lead201112@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001120AbVxYz
201113,lead201113@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201114,lead201114@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201115,lead201115@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001121AbVxYz
201116,lead201116@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001122AbVxYz
201117,lead201117@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201118,lead201118@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201119,lead201119@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201120,lead201120@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001123AbVxYz
201121,lead201121@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001124AbVxYz
201122,lead201122@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201123,lead201123@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001125AbVxYz
201124,lead201124@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201125,lead201125@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001126AbVxYz
201126,lead201126@example.com,2025-12-05,Customer,2025-12-12,Social Media,instagram / social,
201127,lead201127@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001127AbVxYz
201128,lead201128@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001128AbVxYz
201129,lead201129@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201130,lead201130@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201131,lead201131@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201132,lead201132@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001129AbVxYz
201133,lead201133@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001130AbVxYz
201134,lead201134@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201135,lead201135@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201136,lead201136@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201137,lead201137@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201138,lead201138@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001131AbVxYz
201139,lead201139@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201140,lead201140@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001132AbVxYz
201141,lead201141@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001133AbVxYz
201142,lead201142@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201143,lead201143@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201144,lead201144@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201145,lead201145@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201146,lead201146@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001134AbVxYz
201147,lead201147@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201148,lead201148@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001135AbVxYz
201149,lead201149@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001136AbVxYz
201150,lead201150@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001137AbVxYz
201151,lead201151@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201152,lead201152@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001138AbVxYz
201153,lead201153@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201154,lead201154@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201155,lead201155@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201156,lead201156@example.com,2025-12-05,Lead,,Social Media,instagram / social,
201157,lead201157@example.com,2025-12-05,Customer,2025-12-14,Paid Search,google / cpc,Cj0KCQ42x00001139AbVxYz
201158,lead201158@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201159,lead201159@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201160,lead201160@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201161,lead201161@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201162,lead201162@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201163,lead201163@example.com,2025-12-05,Customer,2025-12-16,Direct Traffic,(direct) / (none),
201164,lead201164@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001140AbVxYz
201165,lead201165@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001141AbVxYz
201166,lead201166@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201167,lead201167@example.com,2025-12-05,Lead,,Direct Traffic,(direct) / (none),
201168,lead201168@example.com,2025-12-05,Customer,2025-12-16,Social Media,instagram / social,
201169,lead201169@example.com,2025-12-05,Lead,,Email Marketing,hubspot / email,
201170,lead201170@example.com,2025-12-05,Customer,2025-12-11,Paid Search,google / cpc,Cj0KCQ42x00001142AbVxYz
201171,lead201171@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201172,lead201172@example.com,2025-12-05,Lead,,Organic Search,google / organic,
201173,lead201173@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001143AbVxYz
201174,lead201174@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001144AbVxYz
201175,lead201175@example.com,2025-12-05,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001145AbVxYz
201383,lead201383@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001408AbVxYz
201384,lead201384@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001409AbVxYz
201385,lead201385@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201386,lead201386@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201387,lead201387@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001410AbVxYz
201388,lead201388@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201389,lead201389@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201390,lead201390@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201391,lead201391@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201392,lead201392@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001411AbVxYz
201393,lead201393@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001412AbVxYz
201394,lead201394@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201395,lead201395@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201396,lead201396@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001413AbVxYz
201397,lead201397@example.com,2025-12-06,Customer,2025-12-15,Paid Search,google / cpc,Cj0KCQ42x00001414AbVxYz
201398,lead201398@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201399,lead201399@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001415AbVxYz
201400,lead201400@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001416AbVxYz
201401,lead201401@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001417AbVxYz
201402,lead201402@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201403,lead201403@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201404,lead201404@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201405,lead201405@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001418AbVxYz
201406,lead201406@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201407,lead201407@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201408,lead201408@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001419AbVxYz
201409,lead201409@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201410,lead201410@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001420AbVxYz
201411,lead201411@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001421AbVxYz
201412,lead201412@example.com,2025-12-06,Customer,2025-12-10,Social Media,instagram / social,
201413,lead201413@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001422AbVxYz
201414,lead201414@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201415,lead201415@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201416,lead201416@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201417,lead201417@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001423AbVxYz
201418,lead201418@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201419,lead201419@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201420,lead201420@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001424AbVxYz
201421,lead201421@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201422,lead201422@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001425AbVxYz
201423,lead201423@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201424,lead201424@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001426AbVxYz
201425,lead201425@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001427AbVxYz
201426,lead201426@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001428AbVxYz
201427,lead201427@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201428,lead201428@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201429,lead201429@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001429AbVxYz
201430,lead201430@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001430AbVxYz
201431,lead201431@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001431AbVxYz
201432,lead201432@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201433,lead201433@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001432AbVxYz
201434,lead201434@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201435,lead201435@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201436,lead201436@example.com,2025-12-06,Customer,2025-12-17,Organic Search,google / organic,
201437,lead201437@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201438,lead201438@example.com,2025-12-06,Customer,2025-12-11,Social Media,instagram / social,
201439,lead201439@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201440,lead201440@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001433AbVxYz
201441,lead201441@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201442,lead201442@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001434AbVxYz
201443,lead201443@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201444,lead201444@example.com,2025-12-06,Customer,2025-12-08,Paid Search,google / cpc,Cj0KCQ42x00001435AbVxYz
201445,lead201445@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001436AbVxYz
201446,lead201446@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201447,lead201447@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201448,lead201448@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201449,lead201449@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001437AbVxYz
201450,lead201450@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201451,lead201451@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001438AbVxYz
201452,lead201452@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201453,lead201453@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001439AbVxYz
201454,lead201454@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001440AbVxYz
201455,lead201455@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201456,lead201456@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201457,lead201457@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
201458,lead201458@example.com,2025-12-06,Customer,2025-12-13,Organic Search,google / organic,
201459,lead201459@example.com,2025-12-06,Lead,,Social Media,instagram / social,
201460,lead201460@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201461,lead201461@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201462,lead201462@example.com,2025-12-06,Lead,,Email Marketing,hubspot / email,
201463,lead201463@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001441AbVxYz
201464,lead201464@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001442AbVxYz
201465,lead201465@example.com,2025-12-06,Lead,,Paid Search,google / cpc,Cj0KCQ42x00001443AbVxYz
201466,lead201466@example.com,2025-12-06,Lead,,Organic Search,google / organic,
201467,lead201467@example.com,2025-12-06,Lead,,Direct Traffic,(direct) / (none),
